Trial,Subject,Color,Stimulus,Area of Interest,AOI Group,AOI Scope,AOI Order,AOI Size [px],AOI Coverage [%],Start Time [ms],End Time [ms],Entry Time [ms],Sequence,Net Dwell Time [ms],Dwell Time [ms],Glance Duration [ms],Diversion Duration [ms],First Fixation Duration [ms],Glances Count,Revisits,Fixation Count,Appearance Count,Visible Time [ms],Visible Time [%],Net Dwell Time [%],Dwell Time [%],Fixation Time [ms],Fixation Time [%],Time to First Mouse Click [ms]
Trial006,P22,DarkOrange,rh.avi,arm 1,,Local,10,15076,0.7,0,111089,-,-,60.1,0,0,0,0,0,-,0,3,101893,91.7,0.1,0,0,0,-
Trial006,P22,DarkOrange,rh.avi,head,,Local,11,29274,1.4,0,111089,244.5,15,36866.5,35351.4,37278.6,39033.7,56.2,40,39,84,3,101893,91.7,33.2,31.8,33435.9,30.1,-
Trial006,P22,DarkOrange,rh.avi,torso,,Local,12,21715,1,0,111089,164.4,9,4426,3535.1,4082.6,4378.7,56,10,9,11,3,101893,91.7,4,3.2,3443.2,3.1,-
Trial005,P23,DarkOrchid,hh.avi,speaker 2,,Local,1,37128,1.8,0,65182,23085.1,150,443.8,407.9,459.9,507.9,200,1,0,2,1,13786,21.1,0.7,0.6,379.8,0.6,-
Trial005,P23,DarkOrchid,hh.avi,speaker 1,,Local,2,39240,1.9,0,65182,21953.2,146,355.8,323.9,383.9,427.9,323.9,1,0,1,1,13786,21.1,0.5,0.5,323.9,0.5,-
Trial005,P23,DarkOrchid,hh.avi,brown toy,,Local,3,16048,0.8,0,65182,2288.3,55,2683.5,3039.5,3210.9,3410.8,244,4,3,4,1,16590,25.5,4.1,4.7,3039.5,4.7,-
Trial005,P23,DarkOrchid,hh.avi,green toy,,Local,4,7876,0.4,0,65182,3428.1,66,761.1,814.7,814.7,918.4,396.3,2,1,3,1,16590,25.5,1.2,1.2,772.4,1.2,-
Trial005,P23,DarkOrchid,hh.avi,leg 1,,Local,5,22568,1.1,0,65182,64602.6,232,559.6,579.8,719.2,719.2,579.8,1,0,1,4,58516,89.8,0.9,0.9,579.8,0.9,-
Trial005,P23,DarkOrchid,hh.avi,leg 2,,Local,6,19490,0.9,0,65182,60995.2,227,256.3,204.1,204.1,252.2,204.1,1,0,1,4,54610,83.8,0.4,0.3,204.1,0.3,-
Trial005,P23,DarkOrchid,hh.avi,arm 1,,Local,7,4772,0.2,0,65182,-,-,12,0,0,0,0,0,-,0,5,52607,80.7,0,0,0,0,-
Trial005,P23,DarkOrchid,hh.avi,hand 1,,Local,8,5887,0.3,0,65182,7431.4,97,436.7,611.9,659.9,756.6,296,2,1,2,4,58516,89.8,0.7,0.9,611.9,0.9,-
Trial005,P23,DarkOrchid,hh.avi,hand 2,,Local,9,6087,0.3,0,65182,52116.6,219,2492.8,4627.2,4755.2,4943.3,227.8,5,4,6,3,55778,85.6,3.8,7.1,4567.5,7,-
Trial005,P23,DarkOrchid,hh.avi,arm 2,,Local,10,5006,0.2,0,65182,22321.1,147,595.6,439.5,539.7,643.9,108,3,2,3,7,52541,80.6,0.9,0.7,439.5,0.7,-
Trial005,P23,DarkOrchid,hh.avi,torso,,Local,11,13014,0.6,0,65182,36778.9,186,1748.1,84.1,348.6,376.5,84.1,1,0,1,4,58749,90.1,2.7,0.1,84.1,0.1,-
Trial005,P23,DarkOrchid,hh.avi,head,,Local,12,9975,0.5,0,65182,248.8,16,14781.4,15016.7,15428.7,16144.3,511.7,14,13,14,4,58749,90.1,22.7,23,14964.7,23,-
Trial006,P23,DarkOrchid,rh.avi,speaker 2,,Local,1,259346,12.5,0,111161,44192.9,202,277.4,184,316,368,184,1,0,1,1,32006,28.8,0.2,0.2,184,0.2,-
Trial006,P23,DarkOrchid,rh.avi,speaker 1,,Local,2,248043,12,0,111161,44948.7,204,604.1,643.8,707.7,827.7,140,2,1,3,1,32006,28.8,0.5,0.6,591.8,0.5,-
Trial006,P23,DarkOrchid,rh.avi,brown toy,,Local,3,126681,6.1,0,111161,1827.5,54,5498.9,4443.2,4779,5106.9,436.1,7,6,9,1,39216,35.3,4.9,4,4291.1,3.9,-
Trial006,P23,DarkOrchid,rh.avi,green toy,,Local,4,93726,4.5,0,111161,19936.7,134,32,52,92,172,52,1,0,1,1,39216,35.3,0,0,52,0,-
Trial006,P23,DarkOrchid,rh.avi,leg 1,,Local,5,39328,1.9,0,111161,203.7,12,6595.9,5126.8,5924.6,6776.3,252.1,16,15,21,3,101893,91.7,5.9,4.6,4898.9,4.4,-
Trial006,P23,DarkOrchid,rh.avi,leg 2,,Local,6,32105,1.5,0,111161,2323.4,56,7337,6970.6,7821.3,8605.1,144,18,17,21,3,101893,91.7,6.6,6.3,6854.7,6.2,-
Trial006,P23,DarkOrchid,rh.avi,hand 2,,Local,7,17196,0.8,0,111161,69020.9,238,4748.6,3595.4,3990.9,4426.7,424.3,8,7,10,3,101893,91.7,4.3,3.2,3519.6,3.2,-
Trial006,P23,DarkOrchid,rh.avi,arm 2,,Local,8,14044,0.7,0,111161,34818.4,185,2219.8,1760.7,1897,2055.6,188.9,4,3,4,3,101893,91.7,2,1.6,1760.7,1.6,-
Trial006,P23,DarkOrchid,rh.avi,hand 1,,Local,9,16891,0.8,0,111161,25515.8,160,2915.8,1659.6,1883.7,2079.6,163.9,6,5,6,3,101893,91.7,2.6,1.5,1615.6,1.5,-
Trial006,P23,DarkOrchid,rh.avi,arm 1,,Local,10,15076,0.7,0,111161,28515.4,172,560.2,523.9,583.9,707.8,128,2,1,2,3,101893,91.7,0.5,0.5,523.9,0.5,-
Trial006,P23,DarkOrchid,rh.avi,head,,Local,11,29274,1.4,0,111161,647.8,36,34108.3,30819.3,32784.8,34341.3,223.9,36,35,55,3,101893,91.7,30.7,27.7,30012,27,-
Trial006,P23,DarkOrchid,rh.avi,torso,,Local,12,21715,1,0,111161,3551.3,67,18700.5,13802.5,15530.1,17033.1,287.9,34,33,41,3,101893,91.7,16.8,12.4,13450.6,12.1,-
