"","p_id","aoi","cond1","time","cond","age","gender","familiarity","ownARobo","ICA","manipulation","AAP","ica"
"832","P39","leg 1","robot",0.104793263521537,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"833","P39","leg 2","human",0.011854803777181,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"834","P39","leg 2","robot",0.107734584318844,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"835","P39","speaker 1","human",0.00143623966342666,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"836","P39","speaker 1","robot",0.0910423045678935,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"837","P39","speaker 2","human",0.000768895981430437,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"838","P39","speaker 2","robot",0.0254795975754546,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"839","P39","torso","human",0.291903727340621,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"840","P39","torso","robot",0.294968251008411,"low",18,"m",1,1,-3,0,1,"MEDIUM"
"841","P40","arm 1","human",0.0046829384208025,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"842","P40","arm 1","robot",0.00157812607342997,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"843","P40","arm 2","human",0.00180086903387874,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"844","P40","arm 2","robot",0.00600531930554601,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"845","P40","brown toy","human",0.123188667872212,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"846","P40","brown toy","robot",0.240261627906977,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"847","P40","green toy","human",0,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"848","P40","green toy","robot",0,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"849","P40","hand 1","human",0.0127741190847987,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"850","P40","hand 1","robot",0.0315556515167872,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"851","P40","hand 2","human",0.00294317333152285,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"852","P40","hand 2","robot",0.0158538859391715,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"853","P40","head","human",0.0264121800529568,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"854","P40","head","robot",0.195739648454752,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"855","P40","leg 1","human",0.0415388010048204,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"856","P40","leg 1","robot",0.0703227895930044,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"857","P40","leg 2","human",0.00963354413930521,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"858","P40","leg 2","robot",0.0469080309736685,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"859","P40","speaker 1","human",0.221296967938488,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"860","P40","speaker 1","robot",0.0577391739048928,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"861","P40","speaker 2","human",0.020013056724213,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"862","P40","speaker 2","robot",0.0389708179716303,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"863","P40","torso","human",0.555312648516532,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
"864","P40","torso","robot",0.383175488011934,"low",20,"m",-1,1,-6,-1,-7,"MEDIUM"
